,url,latitud,longitude,n_reviews
0,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d142956-Reviews-Old_Faithful-Yellowstone_National_Park_Wyoming.html,44.460468,-110.828133,5.063 opiniones
1,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d103233-Reviews-National_Museum_of_Wildlife_Art-Jackson_Jackson_Hole_Wyoming.html,43.518970,-110.749222,2.072 opiniones
2,https://www.tripadvisor.com.ar/Attraction_Review-g60562-d319055-Reviews-Jackson_Hole_Aerial_Tram-Teton_Village_Jackson_Hole_Wyoming.html,43.597164,-110.870644,2.008 opiniones
3,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d532065-Reviews-Artist_Point-Yellowstone_National_Park_Wyoming.html,44.720230,-110.479973,1.338 opiniones
4,https://www.tripadvisor.com.ar/Attraction_Review-g60442-d1546919-Reviews-Cody_Dug_Up_Gun_Museum-Cody_Wyoming.html,44.526543,-109.063873,785 opiniones
5,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d126748-Reviews-Upper_Geyser_Basin-Yellowstone_National_Park_Wyoming.html,44.460045,-110.829224,1.351 opiniones
6,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d104349-Reviews-National_Elk_Refuge-Jackson_Jackson_Hole_Wyoming.html,43.486450,-110.761909,1.829 opiniones
7,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d6403360-Reviews-Jackson_Town_Square-Jackson_Jackson_Hole_Wyoming.html,43.475475,-110.762383,2.804 opiniones
8,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d140435-Reviews-Yellowstone_Lake-Yellowstone_National_Park_Wyoming.html,44.462231,-110.333305,1.803 opiniones
9,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d126750-Reviews-Mammoth_Hot_Springs-Yellowstone_National_Park_Wyoming.html,44.971336,-110.705238,2.207 opiniones
10,https://www.tripadvisor.com.ar/Attraction_Review-g60437-d255669-Reviews-National_Historic_Trails_Interpretive_Center-Casper_Wyoming.html,42.866241,-106.336952,554 opiniones
11,https://www.tripadvisor.com.ar/Attraction_Review-g60524-d107402-Reviews-Jenny_Lake-Moran_Jackson_Hole_Wyoming.html,,,
12,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d3400613-Reviews-Hayden_Valley-Yellowstone_National_Park_Wyoming.html,,,
13,https://www.tripadvisor.com.ar/Attraction_Review-g60442-d270552-Reviews-Cody_Firearms_Museum-Cody_Wyoming.html,44.525494,-109.073318,694 opiniones
14,https://www.tripadvisor.com.ar/Attraction_Review-g60442-d108111-Reviews-Old_Trail_Town-Cody_Wyoming.html,44.515549,-109.104233,1.202 opiniones
15,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d146784-Reviews-Grand_Loop_Road-Yellowstone_National_Park_Wyoming.html,44.653446,-110.815582,783 opiniones
16,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d189546-Reviews-Jackson_Hole_Rodeo-Jackson_Jackson_Hole_Wyoming.html,43.479931,-110.762428,789 opiniones
17,https://www.tripadvisor.com.ar/Attraction_Review-g60503-d124523-Reviews-Wyoming_Territorial_Prison_State_Historic_Site-Laramie_Wyoming.html,41.311111,-105.610100,532 opiniones
18,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d290469-Reviews-Grand_Canyon_of_the_Yellowstone-Yellowstone_National_Park_Wyoming.html,44.721920,-110.488022,5.159 opiniones
19,https://www.tripadvisor.com.ar/Attraction_Review-g60442-d270556-Reviews-Buffalo_Bill_Center_of_the_West-Cody_Wyoming.html,,,
20,https://www.tripadvisor.com.ar/Attraction_Review-g60792-d144721-Reviews-Devils_Tower_National_Monument-Devils_Tower_Wyoming.html,,,
21,https://www.tripadvisor.com.ar/Attraction_Review-g143029-d145270-Reviews-Grand_Teton-Grand_Teton_National_Park_Wyoming.html,43.741039,-110.802437,2.815 opiniones
22,https://www.tripadvisor.com.ar/Attraction_Review-g60442-d1086056-Reviews-Buffalo_Bill_Dam-Cody_Wyoming.html,,,
23,https://www.tripadvisor.com.ar/Attraction_Review-g60999-d290467-Reviews-West_Thumb_Geyser_Basin-Yellowstone_National_Park_Wyoming.html,,,
24,https://www.tripadvisor.com.ar/Attraction_Review-g60442-d10410062-Reviews-Wild_West_Spectacular-Cody_Wyoming.html,44.526245,-109.064728,200 opiniones
25,https://www.tripadvisor.com.ar/Attraction_Review-g28973-d4341682-Reviews-Grand_Teton_National_Park-Wyoming.html,,,
26,https://www.tripadvisor.com.ar/Attraction_Review-g60442-d270557-Reviews-Museum_of_the_Plains_Indian-Cody_Wyoming.html,,,
27,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d10642698-Reviews-Antler_Arches_of_Jackson-Jackson_Jackson_Hole_Wyoming.html,43.478199,-110.770561,560 opiniones
28,https://www.tripadvisor.com.ar/Attraction_Review-g60533-d1067606-Reviews-Museum_of_the_Mountain_Man-Pinedale_Wyoming.html,42.868771,-109.851837,263 opiniones
29,https://www.tripadvisor.com.ar/Attraction_Review-g60792-d144722-Reviews-Devil_s_Tower_National_Monument_Visitor_Center-Devils_Tower_Wyoming.html,44.590794,-104.718643,610 opiniones
30,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d1825725-Reviews-Mill_Iron_Ranch-Jackson_Jackson_Hole_Wyoming.html,43.345390,-110.695297,590 opiniones
31,https://www.tripadvisor.com.ar/Attraction_Review-g60439-d279401-Reviews-Cheyenne_Botanic_Gardens-Cheyenne_Wyoming.html,41.155689,-104.830544,204 opiniones
32,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d2454725-Reviews-Old_Faithful_Snowmobile_Tours_Day_Tours-Jackson_Jackson_Hole_Wyoming.html,,,
33,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d1825725-Reviews-Mill_Iron_Ranch-Jackson_Jackson_Hole_Wyoming.html,43.345390,-110.695297,590 opiniones
34,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d6753952-Reviews-Willow_Creek_Horseback_Rides-Jackson_Jackson_Hole_Wyoming.html,,,
35,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d1547898-Reviews-Jackson_Hole_Eco_Tour_Adventures-Jackson_Jackson_Hole_Wyoming.html,,,
36,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d12077143-Reviews-Jackson_Hole_Backcountry_Rentals-Jackson_Jackson_Hole_Wyoming.html,43.460690,-110.794823,315 opiniones
37,https://www.tripadvisor.com.ar/Attraction_Review-g60491-d2299642-Reviews-North_Fork_Trail_Rides-Jackson_Jackson_Hole_Wyoming.html,43.362854,-110.862518,283 opiniones
38,https://www.tripadvisor.com.ar/Attraction_Review-g33845-d104984-Reviews-Mystic_Seaport_Museum-Mystic_Mystic_Country_Connecticut.html,41.360065,-71.964073,3.473 opiniones
39,https://www.tripadvisor.com.ar/Attraction_Review-g33804-d105004-Reviews-The_Mark_Twain_House_Museum-Hartford_Connecticut.html,,,
40,https://www.tripadvisor.com.ar/Attraction_Review-g33851-d104343-Reviews-Yale_University_Art_Gallery-New_Haven_Connecticut.html,,,
41,https://www.tripadvisor.com.ar/Attraction_Review-g33725-d208041-Reviews-Thimble_Islands-Branford_Connecticut.html,,,
