,url,latitud,longitude,n_reviews
0,https://www.tripadvisor.com.ar/Attraction_Review-g29494-d258251-Reviews-U_S_Naval_Academy-Annapolis_Maryland.html,38.983070,-76.484711,3.024 opiniones
1,https://www.tripadvisor.com.ar/Attraction_Review-g60811-d104307-Reviews-Oriole_Park_at_Camden_Yards-Baltimore_Maryland.html,39.285107,-76.620117,5.107 opiniones
2,https://www.tripadvisor.com.ar/Attraction_Review-g60811-d109069-Reviews-Fort_McHenry_National_Monument_and_Historic_Shrine-Baltimore_Maryland.html,,,
3,https://www.tripadvisor.com.ar/Attraction_Review-g41298-d273168-Reviews-Ocean_City_Beach-Ocean_City_Maryland.html,38.335503,-75.082619,4.316 opiniones
4,https://www.tripadvisor.com.ar/Attraction_Review-g60811-d144281-Reviews-Basilica_of_the_National_Shrine_of_the_Assumption_of_the_Blessed_Virgin_Mary-Baltim.html,39.294453,-76.616653,476 opiniones
5,https://www.tripadvisor.com.ar/Attraction_Review-g41382-d319124-Reviews-Calvert_Marine_Museum_and_Drum_Point_Lighthouse-Solomons_Calvert_County_Maryland.html,38.330181,-76.464363,435 opiniones
6,https://www.tripadvisor.com.ar/Attraction_Review-g29494-d116665-Reviews-William_Paca_House_Garden-Annapolis_Maryland.html,38.979599,-76.487999,276 opiniones
7,https://www.tripadvisor.com.ar/Attraction_Review-g60811-d144278-Reviews-Edgar_Allan_Poe_s_Grave_Site_and_Memorial-Baltimore_Maryland.html,39.288300,-76.623627,400 opiniones
8,https://www.tripadvisor.com.ar/Attraction_Review-g41098-d2292777-Reviews-Great_Allegheny_Passage-Cumberland_Maryland.html,39.650665,-78.763794,254 opiniones
9,https://www.tripadvisor.com.ar/Attraction_Review-g7791276-d10847405-Reviews-National_Harbor-National_Harbor_Maryland.html,38.784210,-77.016808,372 opiniones
10,https://www.tripadvisor.com.ar/Attraction_Review-g60811-d109117-Reviews-Washington_Monument_and_Mount_Vernon_Place-Baltimore_Maryland.html,39.297520,-76.615616,290 opiniones
11,https://www.tripadvisor.com.ar/Attraction_Review-g41064-d12164730-Reviews-Harriet_Tubman_Underground_Railroad_National_Historical_Park-Church_Creek_Marylan.html,38.449516,-76.137985,144 opiniones
12,https://www.tripadvisor.com.ar/Attraction_Review-g41208-d4475701-Reviews-Autobahn_Indoor_Speedway_Events-Jessup_Maryland.html,39.150547,-76.794258,373 opiniones
13,https://www.tripadvisor.com.ar/Attraction_Review-g41212-d20951766-Reviews-Washington_D_C_Temple_Visitors_Center-Kensington_Montgomery_County_Maryland.html,39.015747,-77.064468,35 opiniones
14,https://www.tripadvisor.com.ar/Attraction_Review-g30242-d102529-Reviews-Arlington_National_Cemetery-Arlington_Virginia.html,,,
15,https://www.tripadvisor.com.ar/Attraction_Review-g57592-d102649-Reviews-Monticello-Charlottesville_Virginia.html,38.005516,-78.452423,7.213 opiniones
16,https://www.tripadvisor.com.ar/Attraction_Review-g58313-d102548-Reviews-Historic_Jamestowne-Williamsburg_Virginia.html,37.211319,-76.777351,5.538 opiniones
17,https://www.tripadvisor.com.ar/Attraction_Review-g57589-d1957407-Reviews-Steven_F_Udvar_Hazy_Center-Chantilly_Fairfax_County_Virginia.html,38.911255,-77.444305,4.516 opiniones
18,https://www.tripadvisor.com.ar/Attraction_Review-g60964-d104021-Reviews-Luray_Caverns-Luray_Virginia.html,38.663738,-78.485641,4.882 opiniones
19,https://www.tripadvisor.com.ar/Attraction_Review-g58277-d269374-Reviews-Virginia_Beach_Boardwalk-Virginia_Beach_Virginia.html,,,
20,https://www.tripadvisor.com.ar/Attraction_Review-g57996-d104407-Reviews-George_Washington_s_Mount_Vernon-Mount_Vernon_Fairfax_County_Virginia.html,38.714882,-77.078110,4.832 opiniones
21,https://www.tripadvisor.com.ar/Attraction_Review-g60893-d267437-Reviews-Virginia_Museum_of_Fine_Arts-Richmond_Virginia.html,37.556458,-77.474976,3.135 opiniones
22,https://www.tripadvisor.com.ar/Attraction_Review-g58313-d559162-Reviews-Jamestown_Settlement-Williamsburg_Virginia.html,37.228447,-76.781425,4.429 opiniones
23,https://www.tripadvisor.com.ar/Attraction_Review-g30242-d104638-Reviews-The_Tomb_of_the_Unknown_Soldier-Arlington_Virginia.html,38.876339,-77.072220,4.114 opiniones
24,https://www.tripadvisor.com.ar/Attraction_Review-g60893-d258006-Reviews-Maymont-Richmond_Virginia.html,37.534401,-77.478233,2.097 opiniones
25,https://www.tripadvisor.com.ar/Attraction_Review-g143051-d145001-Reviews-Skyline_Drive-Shenandoah_National_Park_Virginia.html,38.658253,-78.360703,2.784 opiniones
26,https://www.tripadvisor.com.ar/Attraction_Review-g57602-d104406-Reviews-Chincoteague_National_Wildlife_Refuge-Chincoteague_Island_Virginia.html,37.904320,-75.360123,3.160 opiniones
27,https://www.tripadvisor.com.ar/Attraction_Review-g58003-d597021-Reviews-Virginia_Safari_Park-Natural_Bridge_Virginia.html,37.674046,-79.511818,1.879 opiniones
28,https://www.tripadvisor.com.ar/Attraction_Review-g30226-d266201-Reviews-Old_Town-Alexandria_Virginia.html,38.804501,-77.041832,2.817 opiniones
29,https://www.tripadvisor.com.ar/Attraction_Review-g58277-d1632663-Reviews-Military_Aviation_Museum-Virginia_Beach_Virginia.html,36.679039,-76.028137,1.445 opiniones
30,https://www.tripadvisor.com.ar/Attraction_Review-g60893-d102958-Reviews-Lewis_Ginter_Botanical_Garden-Richmond_Virginia.html,,,
31,https://www.tripadvisor.com.ar/Attraction_Review-g58026-d316125-Reviews-Battleship_Wisconsin_at_Nauticus-Norfolk_Virginia.html,36.847668,-76.295242,1.676 opiniones
32,https://www.tripadvisor.com.ar/Attraction_Review-g30220-d145561-Reviews-Virginia_Creeper_Trail-Abingdon_Virginia.html,36.709362,-81.971115,1.283 opiniones
33,https://www.tripadvisor.com.ar/Attraction_Review-g60726-d285884-Reviews-Great_Falls_Park-McLean_Fairfax_County_Virginia.html,38.991409,-77.252037,1.368 opiniones
34,https://www.tripadvisor.com.ar/Attraction_Review-g58313-d143926-Reviews-Governor_s_Palace-Williamsburg_Virginia.html,,,
35,https://www.tripadvisor.com.ar/Attraction_Review-g30242-d103272-Reviews-U_S_Marine_Corps_War_Memorial-Arlington_Virginia.html,,,
36,https://www.tripadvisor.com.ar/Attraction_Review-g58026-d316129-Reviews-Chrysler_Museum_of_Art-Norfolk_Virginia.html,,,
37,https://www.tripadvisor.com.ar/Attraction_Review-g58003-d279478-Reviews-Natural_Bridge_State_Park-Natural_Bridge_Virginia.html,37.628490,-79.543793,2.134 opiniones
38,https://www.tripadvisor.com.ar/Attraction_Review-g57494-d265902-Reviews-National_D_Day_Memorial-Bedford_Virginia.html,37.330349,-79.537277,968 opiniones
39,https://www.tripadvisor.com.ar/Attraction_Review-g58277-d13810360-Reviews-Tarnished_Truth_Distilling_Co-Virginia_Beach_Virginia.html,36.869164,-75.983459,871 opiniones
40,https://www.tripadvisor.com.ar/Attraction_Review-g60893-d318453-Reviews-Hollywood_Cemetery-Richmond_Virginia.html,37.540340,-77.453232,1.438 opiniones
41,https://www.tripadvisor.com.ar/Attraction_Review-g60940-d562393-Reviews-National_Museum_of_the_Marine_Corps-Triangle_Prince_William_County_Virginia.html,38.544449,-77.342743,1.167 opiniones
42,https://www.tripadvisor.com.ar/Attraction_Review-g30242-d102529-Reviews-Arlington_National_Cemetery-Arlington_Virginia.html,,,
43,https://www.tripadvisor.com.ar/Attraction_Review-g57592-d102649-Reviews-Monticello-Charlottesville_Virginia.html,38.005516,-78.452423,7.213 opiniones
44,https://www.tripadvisor.com.ar/Attraction_Review-g58313-d102548-Reviews-Historic_Jamestowne-Williamsburg_Virginia.html,37.211319,-76.777351,5.538 opiniones
45,https://www.tripadvisor.com.ar/Attraction_Review-g57589-d1957407-Reviews-Steven_F_Udvar_Hazy_Center-Chantilly_Fairfax_County_Virginia.html,,,
46,https://www.tripadvisor.com.ar/Attraction_Review-g60964-d104021-Reviews-Luray_Caverns-Luray_Virginia.html,38.663738,-78.485641,4.882 opiniones
47,https://www.tripadvisor.com.ar/Attraction_Review-g58277-d269374-Reviews-Virginia_Beach_Boardwalk-Virginia_Beach_Virginia.html,36.849014,-75.974312,7.981 opiniones
48,https://www.tripadvisor.com.ar/Attraction_Review-g57996-d104407-Reviews-George_Washington_s_Mount_Vernon-Mount_Vernon_Fairfax_County_Virginia.html,,,
49,https://www.tripadvisor.com.ar/Attraction_Review-g57792-d108583-Reviews-Grand_Caverns-Grottoes_Virginia.html,38.259144,-78.830879,554 opiniones
50,https://www.tripadvisor.com.ar/Attraction_Review-g57997-d1028278-Reviews-Grayson_Highlands_State_Park-Mouth_of_Wilson_Virginia.html,36.613419,-81.481194,338 opiniones
51,https://www.tripadvisor.com.ar/Attraction_Review-g58318-d534501-Reviews-Stonewall_Jackson_s_Headquarters-Winchester_Virginia.html,,,
52,https://www.tripadvisor.com.ar/Attraction_Review-g57567-d1208667-Reviews-Chesapeake_Bay_Bridge_Tunnel-Cape_Charles_Virginia.html,37.133827,-75.966820,920 opiniones
53,https://www.tripadvisor.com.ar/Attraction_Review-g57592-d267479-Reviews-Trump_Winery-Charlottesville_Virginia.html,,,
54,https://www.tripadvisor.com.ar/Attraction_Review-g57602-d278923-Reviews-Museum_of_Chincoteague-Chincoteague_Island_Virginia.html,,,
55,https://www.tripadvisor.com.ar/Attraction_Review-g58134-d278984-Reviews-Virginia_Museum_of_Transportation-Roanoke_Virginia.html,37.272945,-79.945969,714 opiniones
56,https://www.tripadvisor.com.ar/Attraction_Review-g58318-d561581-Reviews-Museum_of_the_Shenandoah_Valley-Winchester_Virginia.html,39.187176,-78.179153,545 opiniones
57,https://www.tripadvisor.com.ar/Attraction_Review-g30226-d21143313-Reviews-Tall_Ship_Providence-Alexandria_Virginia.html,,,
58,https://www.tripadvisor.com.ar/Attraction_Review-g60775-d3628264-Reviews-Colonial_Parkway-Yorktown_Virginia.html,,,
59,https://www.tripadvisor.com.ar/Attraction_Review-g57755-d108290-Reviews-Skyline_Caverns-Front_Royal_Virginia.html,38.899670,-78.215599,508 opiniones
60,https://www.tripadvisor.com.ar/Attraction_Review-g30226-d536537-Reviews-Woodlawn_Pope_Leighey_House-Alexandria_Virginia.html,38.715210,-77.137512,262 opiniones
61,https://www.tripadvisor.com.ar/Attraction_Review-g57567-d2470029-Reviews-Cape_Charles_Beach-Cape_Charles_Virginia.html,37.267399,-76.017998,474 opiniones
62,https://www.tripadvisor.com.ar/Attraction_Review-g57896-d207461-Reviews-Stonewall_Jackson_House-Lexington_Virginia.html,37.784962,-79.441208,415 opiniones
63,https://www.tripadvisor.com.ar/Attraction_Review-g58313-d6684153-Reviews-Colonial_National_Historic_Park-Williamsburg_Virginia.html,,,
64,https://www.tripadvisor.com.ar/Attraction_Review-g58013-d108289-Reviews-Endless_Caverns-New_Market_Shenandoah_County_Virginia.html,,,
65,https://www.tripadvisor.com.ar/Attraction_Review-g58313-d12816248-Reviews-Colonial_Williamsburg_Visitor_Center-Williamsburg_Virginia.html,37.279282,-76.698204,391 opiniones
66,https://www.tripadvisor.com.ar/Attraction_Review-g58277-d14102540-Reviews-King_Neptune_Statue_on_the_Boardwalk-Virginia_Beach_Virginia.html,36.858879,-75.977882,302 opiniones
67,https://www.tripadvisor.com.ar/Attraction_Review-g57804-d104883-Reviews-Virginia_Air_Space_Science_Center-Hampton_Virginia.html,37.024216,-76.344345,557 opiniones
68,https://www.tripadvisor.com.ar/Attraction_Review-g58003-d2201545-Reviews-Caverns_At_Natural_Bridge-Natural_Bridge_Virginia.html,37.635818,-79.541664,536 opiniones
69,https://www.tripadvisor.com.ar/Attraction_Review-g60895-d10593880-Reviews-Autobahn_Indoor_Speedway_Events-Manassas_Prince_William_County_Virginia.html,38.772526,-77.503395,260 opiniones
70,https://www.tripadvisor.com.ar/Attraction_Review-g59638-d1049077-Reviews-Trans_Allegheny_Lunatic_Asylum-Weston_West_Virginia.html,39.038254,-80.471199,7.190 opiniones
71,https://www.tripadvisor.com.ar/Attraction_Review-g60722-d143167-Reviews-Harpers_Ferry_National_Historical_Park-Harpers_Ferry_West_Virginia.html,39.316570,-77.756737,2.141 opiniones
72,https://www.tripadvisor.com.ar/Attraction_Review-g59336-d116991-Reviews-West_Virginia_Penitentiary-Moundsville_West_Virginia.html,,,
73,https://www.tripadvisor.com.ar/Attraction_Review-g59058-d624014-Reviews-New_River_Gorge_Bridge-Fayetteville_West_Virginia.html,38.067902,-81.084442,1.141 opiniones
74,https://www.tripadvisor.com.ar/Attraction_Review-g58856-d108070-Reviews-Beckley_Exhibition_Coal_Mine_and_Youth_Museum-Beckley_West_Virginia.html,,,
75,https://www.tripadvisor.com.ar/Attraction_Review-g58999-d1819675-Reviews-Blackwater_Falls_State_Park-Davis_West_Virginia.html,39.108009,-79.497063,1.075 opiniones
76,https://www.tripadvisor.com.ar/Attraction_Review-g59035-d2311317-Reviews-Gandy_Dancer_Theatre_and_Conference_Center-Elkins_West_Virginia.html,38.912445,-79.843987,1.116 opiniones
77,https://www.tripadvisor.com.ar/Attraction_Review-g59251-d664793-Reviews-Lost_World_Caverns-Lewisburg_West_Virginia.html,,,
78,https://www.tripadvisor.com.ar/Attraction_Review-g58938-d292764-Reviews-Cass_Scenic_Railroad_State_Park-Cass_West_Virginia.html,38.396461,-79.916702,576 opiniones
79,https://www.tripadvisor.com.ar/Attraction_Review-g59644-d3530893-Reviews-The_Greenbrier_Falconry-White_Sulphur_Springs_West_Virginia.html,37.791409,-80.302727,315 opiniones
80,https://www.tripadvisor.com.ar/Attraction_Review-g58870-d146097-Reviews-Berkeley_Springs_State_Park-Berkeley_Springs_West_Virginia.html,39.626839,-78.227852,559 opiniones
81,https://www.tripadvisor.com.ar/Attraction_Review-g28971-d105480-Reviews-New_River_Gorge-West_Virginia.html,38.070091,-81.078362,221 opiniones
82,https://www.tripadvisor.com.ar/Attraction_Review-g58961-d105486-Reviews-Babcock_State_Park-Clifftop_West_Virginia.html,37.979870,-80.945671,249 opiniones
83,https://www.tripadvisor.com.ar/Attraction_Review-g59175-d1053226-Reviews-Heritage_Farm_Museum_and_Village-Huntington_West_Virginia.html,,,
84,https://www.tripadvisor.com.ar/Attraction_Review-g59426-d621279-Reviews-Mothman_Museum-Point_Pleasant_West_Virginia.html,38.842651,-82.138626,315 opiniones
85,https://www.tripadvisor.com.ar/Attraction_Review-g59401-d274484-Reviews-Blennerhassett_Island_Historical_State_Park-Parkersburg_West_Virginia.html,39.264900,-81.565079,367 opiniones
