,url,latitud,longitude,n_reviews
0,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d143361-Reviews-Broadway-New_York_City_New_York.html,40.757969,-73.985535,31.665 opiniones
1,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d587661-Reviews-Top_of_the_Rock-New_York_City_New_York.html,40.759003,-73.979324,80.130 opiniones
2,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d102741-Reviews-Brooklyn_Bridge-New_York_City_New_York.html,40.706367,-73.997177,25.983 opiniones
3,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d103887-Reviews-Statue_of_Liberty-New_York_City_New_York.html,40.689201,-74.044403,44.016 opiniones
4,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d103371-Reviews-Grand_Central_Terminal-New_York_City_New_York.html,40.752728,-73.977226,44.721 opiniones
5,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d267031-Reviews-Manhattan_Skyline-New_York_City_New_York.html,40.748329,-73.985680,21.495 opiniones
6,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d110145-Reviews-Times_Square-New_York_City_New_York.html,40.758888,-73.985123,56.767 opiniones
7,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d143363-Reviews-Staten_Island_Ferry-New_York_City_New_York.html,40.701401,-74.013199,22.992 opiniones
8,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d136347-Reviews-Bryant_Park-New_York_City_New_York.html,40.754841,-73.984123,23.863 opiniones
9,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d105123-Reviews-Rockefeller_Center-New_York_City_New_York.html,40.758736,-73.978676,25.593 opiniones
10,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d136053-Reviews-St_Patrick_s_Cathedral-New_York_City_New_York.html,40.758759,-73.976738,15.298 opiniones
11,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d8072300-Reviews-One_World_Observatory-New_York_City_New_York.html,40.713242,-74.013199,28.986 opiniones
12,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d116236-Reviews-New_York_Public_Library-New_York_City_New_York.html,40.753075,-73.981621,14.622 opiniones
13,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d210108-Reviews-American_Museum_of_Natural_History-New_York_City_New_York.html,40.780945,-73.973518,26.150 opiniones
14,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d105126-Reviews-The_Museum_of_Modern_Art_MoMA-New_York_City_New_York.html,40.761433,-73.977623,18.338 opiniones
15,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d23709243-Reviews-SUMMIT_One_Vanderbilt-New_York_City_New_York.html,40.752766,-73.978745,2.470 opiniones
16,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d288031-Reviews-Chelsea_Market-New_York_City_New_York.html,40.742500,-74.006104,9.801 opiniones
17,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d626630-Reviews-Ground_Zero_Museum_Workshop-New_York_City_New_York.html,40.741444,-74.006645,3.063 opiniones
18,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d143358-Reviews-Intrepid_Museum-New_York_City_New_York.html,40.764652,-74.000290,9.627 opiniones
19,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d110164-Reviews-Radio_City_Music_Hall-New_York_City_New_York.html,40.759529,-73.978577,9.295 opiniones
20,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d275371-Reviews-Madison_Square_Garden-New_York_City_New_York.html,40.750504,-73.993439,9.167 opiniones
21,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d106609-Reviews-The_Met_Cloisters-New_York_City_New_York.html,40.864750,-73.931519,5.158 opiniones
22,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d110144-Reviews-Fifth_Avenue-New_York_City_New_York.html,40.748360,-73.984619,8.581 opiniones
23,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d525259-Reviews-Museum_of_Sex-New_York_City_New_York.html,40.744083,-73.987549,727 opiniones
24,https://www.tripadvisor.com.ar/Attraction_Review-g60763-d104370-Reviews-Ellis_Island-New_York_City_New_York.html,40.698898,-74.039719,7.315 opiniones
