,url,latitud,longitude,n_reviews
0,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d103239-Reviews-The_Art_Institute_of_Chicago-Chicago_Illinois.html,41.879566,-87.623756,24.544 opiniones
1,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d278811-Reviews-Millennium_Park-Chicago_Illinois.html,41.882557,-87.622551,25.134 opiniones
2,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d131645-Reviews-Museum_of_Science_and_Industry-Chicago_Illinois.html,41.790562,-87.583023,11.185 opiniones
3,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d1134861-Reviews-Cloud_Gate-Chicago_Illinois.html,41.882618,-87.623322,18.280 opiniones
4,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d109779-Reviews-The_Magnificent_Mile-Chicago_Illinois.html,41.894810,-87.624222,15.799 opiniones
5,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d107442-Reviews-Chicago_Architecture_Center-Chicago_Illinois.html,41.888077,-87.623589,3.288 opiniones
6,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d103238-Reviews-Skydeck_Chicago_Willis_Tower-Chicago_Illinois.html,41.878700,-87.635979,17.863 opiniones
7,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d104004-Reviews-Wrigley_Field-Chicago_Illinois.html,41.948158,-87.655647,9.948 opiniones
8,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d103999-Reviews-Field_Museum-Chicago_Illinois.html,41.866360,-87.617012,8.929 opiniones
9,https://www.tripadvisor.com.ar/Attraction_Review-g60887-d270646-Reviews-Abraham_Lincoln_Presidential_Library_and_Museum-Springfield_Illinois.html,39.803299,-89.647316,4.602 opiniones
10,https://www.tripadvisor.com.ar/Attraction_Review-g36022-d4884984-Reviews-Blaum_Bros_Distilling_Co-Galena_Illinois.html,42.406418,-90.410316,2.521 opiniones
11,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d110153-Reviews-Lincoln_Park_Zoo-Chicago_Illinois.html,41.921902,-87.632339,5.976 opiniones
12,https://www.tripadvisor.com.ar/Attraction_Review-g60887-d143197-Reviews-Lincoln_Home_National_Historic_Site-Springfield_Illinois.html,39.798069,-89.645142,2.885 opiniones
13,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d142948-Reviews-Navy_Pier-Chicago_Illinois.html,41.891846,-87.605087,15.164 opiniones
14,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d3743225-Reviews-Chicago_Riverwalk-Chicago_Illinois.html,41.880569,-87.637138,3.096 opiniones
15,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d103785-Reviews-Chicago_Cultural_Center-Chicago_Illinois.html,41.883411,-87.625160,3.060 opiniones
16,https://www.tripadvisor.com.ar/Attraction_Review-g36022-d4418364-Reviews-P_T_Murphy_Magic_Theatre-Galena_Illinois.html,42.416466,-90.428688,872 opiniones
17,https://www.tripadvisor.com.ar/Attraction_Review-g36628-d1367739-Reviews-Historic_Auto_Attractions-Roscoe_Illinois.html,42.461220,-89.014618,495 opiniones
18,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d2165189-Reviews-Richard_H_Driehaus_Museum-Chicago_Illinois.html,41.894314,-87.626564,1.470 opiniones
19,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d8113935-Reviews-Chicago_River-Chicago_Illinois.html,41.887268,-87.631409,2.028 opiniones
20,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d278386-Reviews-Buckingham_Fountain-Chicago_Illinois.html,41.877392,-87.619781,3.424 opiniones
21,https://www.tripadvisor.com.ar/Attraction_Review-g60887-d285325-Reviews-Dana_Thomas_House-Springfield_Illinois.html,39.793743,-89.651802,1.176 opiniones
22,https://www.tripadvisor.com.ar/Attraction_Review-g60887-d4310510-Reviews-Lincoln_Tomb_War_Memorials-Springfield_Illinois.html,39.819988,-89.654045,1.998 opiniones
23,https://www.tripadvisor.com.ar/Attraction_Review-g36022-d284982-Reviews-Ulysses_S_Grant_Home-Galena_Illinois.html,42.411152,-90.424469,1.407 opiniones
24,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d104005-Reviews-United_Center-Chicago_Illinois.html,41.881191,-87.674469,1.505 opiniones
25,https://www.tripadvisor.com.ar/Attraction_Review-g36483-d277909-Reviews-Starved_Rock_State_Park-Oglesby_Illinois.html,41.316040,-88.994820,1.612 opiniones
26,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d560679-Reviews-Garfield_Park_Conservatory-Chicago_Illinois.html,41.886162,-87.717674,855 opiniones
27,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d103239-Reviews-The_Art_Institute_of_Chicago-Chicago_Illinois.html,41.879566,-87.623756,24.544 opiniones
28,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d278811-Reviews-Millennium_Park-Chicago_Illinois.html,41.882557,-87.622551,25.134 opiniones
29,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d131645-Reviews-Museum_of_Science_and_Industry-Chicago_Illinois.html,41.790562,-87.583023,11.185 opiniones
30,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d1134861-Reviews-Cloud_Gate-Chicago_Illinois.html,41.882618,-87.623322,18.280 opiniones
31,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d109779-Reviews-The_Magnificent_Mile-Chicago_Illinois.html,41.894810,-87.624222,15.799 opiniones
32,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d23630795-Reviews-Medieval_Torture_Museum-Chicago_Illinois.html,41.885380,-87.627670,601 opiniones
33,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d284865-Reviews-Route_66-Chicago_Illinois.html,35.328911,-112.885269,1.154 opiniones
34,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d4226139-Reviews-Lakefront_Trail-Chicago_Illinois.html,41.892422,-87.615059,2.448 opiniones
35,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d103784-Reviews-The_Chicago_Theatre-Chicago_Illinois.html,41.885315,-87.627777,812 opiniones
36,https://www.tripadvisor.com.ar/Attraction_Review-g36619-d281992-Reviews-Anderson_Japanese_Gardens-Rockford_Illinois.html,42.289291,-89.058807,862 opiniones
37,https://www.tripadvisor.com.ar/Attraction_Review-g36022-d15050335-Reviews-Psychic_Medium_Chris_McBrien-Galena_Illinois.html,42.414478,-90.430328,322 opiniones
38,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d132807-Reviews-Grant_Park-Chicago_Illinois.html,41.884300,-87.621620,931 opiniones
39,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d497032-Reviews-University_of_Chicago-Chicago_Illinois.html,41.789612,-87.600937,476 opiniones
40,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d8521544-Reviews-Engine_18_Chicago_Fire-Chicago_Illinois.html,41.864159,-87.656250,64 opiniones
41,https://www.tripadvisor.com.ar/Attraction_Review-g36022-d284981-Reviews-Dowling_House-Galena_Illinois.html,42.417080,-90.426971,223 opiniones
42,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d21325824-Reviews-Museum_Of_Illusions_Chicago-Chicago_Illinois.html,41.883163,-87.626633,87 opiniones
43,https://www.tripadvisor.com.ar/Attraction_Review-g35805-d15262626-Reviews-John_Hancock_Center-Chicago_Illinois.html,41.898613,-87.623352,66 opiniones
