,reviews_url,latitud,longitude,n_reviews
117,https://www.tripadvisor.com.ar/Attraction_Review-g60785-d603950-Reviews-National_Museum_of_the_US_Air_Force-Dayton_Ohio.html,39.782681,-84.106911,5094
118,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d123133-Reviews-Rock_Roll_Hall_of_Fame-Cleveland_Ohio.html,41.508495,-81.695366,9944
119,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d137616-Reviews-Cleveland_Museum_of_Art-Cleveland_Ohio.html,41.508953,-81.611534,3564
120,https://www.tripadvisor.com.ar/Attraction_Review-g50940-d102765-Reviews-Cedar_Point-Sandusky_Ohio.html,41.477001,-82.680344,9250
121,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d105691-Reviews-Cincinnati_Zoo_Botanical_Garden-Cincinnati_Ohio.html,39.143074,-84.510078,3964
122,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d272156-Reviews-West_Side_Market-Cleveland_Ohio.html,41.484798,-81.702988,4453
123,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d638635-Reviews-A_Christmas_Story_House-Cleveland_Ohio.html,41.468719,-81.687378,2336
124,https://www.tripadvisor.com.ar/Attraction_Review-g50226-d256675-Reviews-Easton_Town_Center-Columbus_Ohio.html,40.050911,-82.915352,3303
125,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d274056-Reviews-Great_American_Ball_Park-Cincinnati_Ohio.html,39.096272,-84.50824,2941
126,https://www.tripadvisor.com.ar/Attraction_Review-g50226-d269061-Reviews-Franklin_Park_Conservatory_and_Botanical_Gardens-Columbus_Ohio.html,39.965328,-82.954536,1676
127,https://www.tripadvisor.com.ar/Attraction_Review-g28956-d103467-Reviews-Hocking_Hills_State_Park-Ohio.html,39.435989,-82.53611,1499
128,https://www.tripadvisor.com.ar/Attraction_Review-g50168-d199133-Reviews-Pro_Football_Hall_of_Fame-Canton_Ohio.html,40.821098,-81.39785,2257
130,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d105687-Reviews-Cincinnati_Museum_Center-Cincinnati_Ohio.html,39.109928,-84.536888,1845
131,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d272154-Reviews-Progressive_Field-Cleveland_Ohio.html,41.495529,-81.68528,2419
132,https://www.tripadvisor.com.ar/Attraction_Review-g51048-d207423-Reviews-Toledo_Zoo-Toledo_Ohio.html,41.617519,-83.580559,1868
133,https://www.tripadvisor.com.ar/Attraction_Review-g50618-d105692-Reviews-Kings_Island-Mason_Ohio.html,39.344482,-84.268349,2961
134,https://www.tripadvisor.com.ar/Attraction_Review-g50322-d142767-Reviews-Jungle_Jim_s_International_Market-Fairfield_Butler_County_Ohio.html,39.335361,-84.524734,1119
135,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d105690-Reviews-Cincinnati_Art_Museum-Cincinnati_Ohio.html,39.11385,-84.49688,1102
136,https://www.tripadvisor.com.ar/Attraction_Review-g60785-d612260-Reviews-Carillon_Historical_Park-Dayton_Ohio.html,39.730991,-84.197517,980
137,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d250295-Reviews-Lake_View_Cemetery-Cleveland_Ohio.html,41.513786,-81.598724,1034
138,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d137421-Reviews-Cleveland_Metroparks_Zoo-Cleveland_Ohio.html,41.443802,-81.714447,1701
139,https://www.tripadvisor.com.ar/Attraction_Review-g29912-d209402-Reviews-Stan_Hywet_Hall_Gardens-Akron_Ohio.html,41.116444,-81.548782,840
140,https://www.tripadvisor.com.ar/Attraction_Review-g50226-d110220-Reviews-German_Village-Columbus_Ohio.html,39.95039,-82.995483,1174
141,https://www.tripadvisor.com.ar/Attraction_Review-g50226-d278918-Reviews-North_Market_Farmer_s_Market-Columbus_Ohio.html,39.971951,-83.004349,836
142,https://www.tripadvisor.com.ar/Attraction_Review-g50226-d110218-Reviews-COSI_Center_of_Science_and_Industry-Columbus_Ohio.html,39.959656,-83.00705,1472
143,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d274057-Reviews-National_Underground_Railroad_Freedom_Center-Cincinnati_Ohio.html,39.097355,-84.511261,1061
144,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d137605-Reviews-USS_Cod_Submarine_Memorial-Cleveland_Ohio.html,41.508942,-81.693604,585
145,https://www.tripadvisor.com.ar/Attraction_Review-g60785-d603950-Reviews-National_Museum_of_the_US_Air_Force-Dayton_Ohio.html,39.782681,-84.106911,5094
