,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date,rate,complete_date
75,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,2 noches,En familia,Excepcional,"One of the best stays I’ve ever had.
Hotel was amazing! Cannot complain at all!",,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,septiembre de 2021,10,Comentó en: 5 de septiembre de 2021
76,Estados Unidos,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",3 noches,En familia,overall this is a great option for staying in the area,Breakfast was great.,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,agosto de 2021,"9,0",Comentó en: 4 de septiembre de 2021
77,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,2 noches,En pareja,goog,everithing is okey,i need to pay for parking,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,agosto de 2021,10,Comentó en: 16 de agosto de 2021
78,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,4 noches,En familia,Excepcional,"Staff was helpful and courteous, from housekeeping to management. My daughter is looking at UC Irvine for college and I would definitely stay here again if she chooses that college.",Nothing,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,agosto de 2021,10,Comentó en: 16 de agosto de 2021
79,Egipto,Habitación Doble - 2 camas dobles y sofá cama,6 noches,En familia,Value for money for families with children and the laundry option is a saver,The room was always clean and there was always refills of everything,The varieties are little and no gluten-free replacements for bread or bagel even when I requested so.,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,julio de 2021,"8,0",Comentó en: 4 de agosto de 2021
80,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,4 noches,En familia,Muy bien,Roomy and comfortable,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,julio de 2021,"8,0",Comentó en: 30 de julio de 2021
81,Estados Unidos,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",6 noches,En familia,Fantástico,Clean spacious rooms. Friendly staff. Would definitely stay again.,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,julio de 2021,"9,0",Comentó en: 6 de julio de 2021
82,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,3 noches,En familia,Great dog friendly hotel!!,"Large dog friendly rooms made our family trip an awesome experience. The room was clean and the size was perfect.the location is in a nice and safe location with nearby access to the airport, restaurants, UCI, Irvine Spectrum, and just about everything that you need to have available. This is a 10/10 hotel for a family trip!",Nothing,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,julio de 2021,10,Comentó en: 5 de julio de 2021
83,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,2 noches,En familia,Muy bien,The setup of my room.,My rollout bead was almost unusable it was so hard!!!,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,mayo de 2021,"8,0",Comentó en: 4 de julio de 2021
84,Estados Unidos,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",1 noche,En familia,Excepcional,Clean and thoughtfulness of customers is recognized.,I didn’t stay long enough :),,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2021,10,Comentó en: 28 de junio de 2021
85,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,2 noches,En familia,The staff was perfect !,House cleaning wasn't satisfactory. We asked the room to be clean but when we came back it was the same way we left it.,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2021,10,Comentó en: 23 de junio de 2021
86,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,7 noches,En familia,"This hotel is comfortable, friendly, and clean with a fantastic location.","Our room was quiet, comfortable, and huge- plenty large for our family of five. Everything, including the kitchen and bathroom, was perfectly clean. Breakfast was generous and delicious. All of the staff we came into contact with were over the top friendly and helpful. We would definitely stay here again.",The pull out sofa bed was extremely uncomfortable. I also would like more drawers/ storage furniture. There wasn't room for everyone to totally unpack for our week long stay- actually only enough drawers for one person.,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,junio de 2021,10,Comentó en: 20 de junio de 2021
87,Estados Unidos,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",2 noches,En grupo,Fantástico,"The setup of the hotel room was comforting and spacious. Hotel service and employees were very welcoming and easy to communicate with. The location of the hotel was perfect and was a close enough distance from beaches, shopping, and restaurants.",There was not anything I did not dislike about the hotel. Everything was suitable for what my trip was planned for. Everything went well and we were treated respectfully.,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2021,"9,0",Comentó en: 25 de mayo de 2021
88,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,1 noche,En familia,Beautiful hotel,Thank you,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,mayo de 2021,10,Comentó en: 16 de mayo de 2021
89,Estados Unidos,Habitación Doble - 2 camas dobles y sofá cama,1 noche,En familia,Excepcional,"The room was modern, spacious and clean. We were so impressed we stayed another night just because of the room.",,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,mayo de 2021,10,Comentó en: 11 de mayo de 2021
90,Estados Unidos,Den Room with King Bed,1 noche,En pareja,Cannot wait to come back!,Super clean and modern. Very friendly staff. The bed and pillows were exceptionally comfortable.,,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2021,10,Comentó en: 29 de abril de 2021
91,Estados Unidos,Den Room with King Bed,1 noche,Persona que viaja sola,Modern comfortable hotel,"Clean, safe, convenient location, not a super big hotel, fast elevators, modern decor, great staff","Noisy guests made it hard to fall asleep. They have a quiet time that you agree to when checking in. But I guess people don’t care.
Modified breakfast offerings were a little disappointing during Covid.",,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2021,"8,0",Comentó en: 28 de abril de 2021
92,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,1 noche,En familia,Excepcional,It was clean and had everything we needed,Everything was great no negative comments,,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,abril de 2021,10,Comentó en: 12 de abril de 2021
93,Estados Unidos,Suite Estudio con cocina y sofá cama - Cama extragrande,2 noches,En familia,Not bad but would probably try somewhere else next time.,"Front desk staff friendly; pizza was not good. Breakfast was ok. Housekeeping very nice. I liked the location of parking too., kitchen was nice.","Sound of fan; no real blanket, water in shower was barely warm.",,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,noviembre de 2023,"7,0",Comentó en: 17 de noviembre de 2023
94,Kuwait,"Suite con 1 dormitorio, cama extragrande, sofá cama y cocina",3 noches,En pareja,"Worst experience ive had. Will not come back again, not even they were the only hotel left.",Location was good,"The check in was unwelcoming and bad, Cindy the manager was unprofessional and unpleasant. They made 3 different debits on the cards. 3 identical charges and when we informed them they specifically said “ it was the system, automated” . This by far the worst experience I’ve had. And when checking out, we confronted them with this issue, and they were of no help. We missed our scheduled time of leave by 2 hours just because of this issue which really did not make any sense.
If it wasn’t for this issue, i might have given this stay and place a 5-6 out of 10.",,https://www.booking.com/hotel/us/hyatt-house-irvine-john-wayne-airport.es.html?label=bin859jc-1DCAMo7AE4mgNIClgDaAyIAQGYAQq4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtamjqsGwAIB0gIkNjY3NWU0MzUtZDQ2Yy00MGI3LWE3M2ItYzQ5YTQ3YmJhY2M52AIE4AIB&sid=867675c0a6ac4ae450c754b639211fc5&aid=357028&ucfs=1&arphpl=1&checkin=2024-05-12&checkout=2024-05-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=107&sr_order=popularity&srpvid=710511f6a62d0117&srepoch=1702089211&all_sr_blocks=214200120_96746397_2_1_0&highlighted_blocks=214200120_96746397_2_1_0&matching_block_id=214200120_96746397_2_1_0&sr_pri_blocks=214200120_96746397_2_1_0__99792&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,octubre de 2023,"1,0",Comentó en: 5 de octubre de 2023
