,state_id,attraction,reviews_url,region,new_categories,latitud,longitude,n_reviews
140,MI,Mission Point Lighthouse,https://www.tripadvisor.com.ar/Attraction_Review-g42758-d6690374-Reviews-Mission_Point_Lighthouse-Traverse_City_Grand_Traverse_County_Michigan.html,East North Central,,44.991138,-85.478813,923.0
141,MI,Castle Rock,https://www.tripadvisor.com.ar/Attraction_Review-g42671-d1840645-Reviews-Castle_Rock-Saint_Ignace_Mackinac_County_Upper_Peninsula_Michigan.html,East North Central,,45.90918,-84.738762,658.0
142,MI,Bronner's Christmas Wonderland,https://www.tripadvisor.com.ar/Attraction_Review-g42216-d659395-Reviews-Bronner_s_Christmas_Wonderland-Frankenmuth_Michigan.html,East North Central,,43.31435,-83.736488,3354.0
143,MI,Bell's Comstock Brewery,https://www.tripadvisor.com.ar/Attraction_Review-g42231-d657799-Reviews-Bell_s_Comstock_Brewery-Galesburg_Kalamazoo_County_Michigan.html,East North Central,Comida,42.284477,-85.453621,281.0
144,MI,Sable Falls,https://www.tripadvisor.com.ar/Attraction_Review-g42255-d4740011-Reviews-Sable_Falls-Grand_Marais_Upper_Peninsula_Michigan.html,East North Central,Naturaleza,46.671352,-85.983994,149.0
145,OH,Museo Nacional de la Fuerza Aérea de Estados Unidos,https://www.tripadvisor.com.ar/Attraction_Review-g60785-d603950-Reviews-National_Museum_of_the_US_Air_Force-Dayton_Ohio.html,East North Central,Ciencia,39.782681,-84.106911,5094.0
147,OH,Rock & Roll Hall of Fame,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d123133-Reviews-Rock_Roll_Hall_of_Fame-Cleveland_Ohio.html,East North Central,Ciencia,41.508495,-81.695366,9944.0
149,OH,Cleveland Museum of Art,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d137616-Reviews-Cleveland_Museum_of_Art-Cleveland_Ohio.html,East North Central,Cultura,41.508953,-81.611534,3564.0
151,OH,Cedar Point Amusement Park,https://www.tripadvisor.com.ar/Attraction_Review-g50940-d102765-Reviews-Cedar_Point-Sandusky_Ohio.html,East North Central,Deportes,41.477001,-82.680344,9250.0
153,OH,Cincinnati Zoo & Botanical Garden,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d105691-Reviews-Cincinnati_Zoo_Botanical_Garden-Cincinnati_Ohio.html,East North Central,Naturaleza,39.143074,-84.510078,3964.0
155,OH,West Side Market,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d272156-Reviews-West_Side_Market-Cleveland_Ohio.html,East North Central,Historia,41.484798,-81.702988,4453.0
156,OH,A Christmas Story House,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d638635-Reviews-A_Christmas_Story_House-Cleveland_Ohio.html,East North Central,Ciencia,41.468719,-81.687378,2336.0
157,OH,Easton Town Center,https://www.tripadvisor.com.ar/Attraction_Review-g50226-d256675-Reviews-Easton_Town_Center-Columbus_Ohio.html,East North Central,,40.050911,-82.915352,3303.0
158,OH,Great American Ball Park,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d274056-Reviews-Great_American_Ball_Park-Cincinnati_Ohio.html,East North Central,Deportes,39.096272,-84.50824,2941.0
159,OH,Franklin Park Conservatory and Botanical Gardens,https://www.tripadvisor.com.ar/Attraction_Review-g50226-d269061-Reviews-Franklin_Park_Conservatory_and_Botanical_Gardens-Columbus_Ohio.html,East North Central,Cultura,39.965328,-82.954536,1676.0
160,OH,Hocking Hills State Park,https://www.tripadvisor.com.ar/Attraction_Review-g28956-d103467-Reviews-Hocking_Hills_State_Park-Ohio.html,East North Central,,39.435989,-82.53611,1499.0
161,OH,Pro Football Hall of Fame,https://www.tripadvisor.com.ar/Attraction_Review-g50168-d199133-Reviews-Pro_Football_Hall_of_Fame-Canton_Ohio.html,East North Central,Ciencia,40.821098,-81.39785,2257.0
162,OH,The Wilds,https://www.tripadvisor.com.ar/Attraction_Review-g50249-d207625-Reviews-The_Wilds-Cumberland_Guernsey_County_Ohio.html,East North Central,Ciencia,,,
163,OH,Cincinnati Museum Center,https://www.tripadvisor.com.ar/Attraction_Review-g60993-d105687-Reviews-Cincinnati_Museum_Center-Cincinnati_Ohio.html,East North Central,Ciencia,39.109928,-84.536888,1845.0
164,OH,Progressive Field,https://www.tripadvisor.com.ar/Attraction_Review-g50207-d272154-Reviews-Progressive_Field-Cleveland_Ohio.html,East North Central,Deportes,41.495529,-81.68528,2419.0
165,OH,Toledo Zoo,https://www.tripadvisor.com.ar/Attraction_Review-g51048-d207423-Reviews-Toledo_Zoo-Toledo_Ohio.html,East North Central,,41.617519,-83.580559,1868.0
166,OH,Kings Island,https://www.tripadvisor.com.ar/Attraction_Review-g50618-d105692-Reviews-Kings_Island-Mason_Ohio.html,East North Central,,39.344482,-84.268349,2961.0
