,nationality,acommodation,stay,company,review,hotel_id,is_american,date,sentiment
878,Reino Unido,Habitación Doble con 2 camas dobles y vistas a la bahía,7,En familia,"Comfortable bed, empty fridge for use, good black out curtains. Twin room with partial bay view was large and plenty of space for suitcases etc.",12695.0,0,2022-02-21,0.15793650793650796
879,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,"Great Location 
Beautiful lobby 
Scenic views from Suite Balcony",12695.0,1,2022-02-21,0.825
880,Reino Unido,Habitación con cama extragrande.,2,En grupo,Wi-Fi was poor. No water in the room. Bar and restaurant were closed during our stay.,12695.0,0,2022-02-16,-0.25
882,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,5,Persona que viaja sola,The bed is comfortable.,12695.0,1,2022-02-09,0.4
883,Estados Unidos,Habitación con 2 camas grandes,1,En familia,"Room location was right to restaurant and were blasting music till 3.00 am . for the premium stay , lower floors are no worth it.",12695.0,1,2022-01-28,0.06785714285714285
884,Estados Unidos,Habitación con 2 camas grandes,1,En familia,we’ve stayed here before and love the location and the beautiful lobby.,12695.0,1,2021-12-30,0.675
886,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,our room was wonderful and had a beautiful view of the ferry building and bay bridge. Our bed was extremely comfortabl,12695.0,1,2021-12-23,0.5750000000000001
887,Estados Unidos,Habitación con cama extragrande y vistas al mar,3,En familia,The Bars and restaurants were not available making it inconvenient for dining.,12695.0,1,2021-12-22,-0.4
888,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,Location was everything!! The views were amazing!!! The room and bathrooms were extremely spacious!,12695.0,1,2021-12-05,0.421875
889,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2,En pareja,"Location was great! The view from our 14th floor room was amazing. THe elevators and the inside of the hotel at the atrium level were impressive. 
Staff courteous and prompt to help. Room was clean, beds comfortable but there were NO blankets for extra comfort.",12695.0,1,2021-11-23,0.5666666666666667
890,Estados Unidos,Habitación con cama extragrande.,1,En pareja,perfect location,12695.0,1,2021-11-08,1.0
892,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En pareja,location and lobby. Valet staff was very friendly.,12695.0,1,2021-11-04,0.48750000000000004
896,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"We were located about as far from the elevator as was possible. We were given an inside room that looked out over some office buildings instead of looking out over the city or the bay. There is no real restaurant on site, even though the web site states that there is. It is no longer a 4 star hotel, as it was many years ago when we stayed there last.",12695.0,1,2021-10-28,0.1
897,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,location was key. check in staff amazing from doorman to check in clerk.,12695.0,1,2021-10-25,0.30000000000000004
898,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,View was wonderful. Bed was very comfortable.,12695.0,1,2021-10-03,0.76
899,Estados Unidos,Habitación con 2 camas grandes,1,En familia,San Francisco and the mask and vaccine mandate made this a horrible experience. The city and government need to mind there own business.,12695.0,1,2021-10-01,-0.2
900,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,It was good location to the piers.,12695.0,1,2021-09-26,0.7
901,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En familia,"Lobby is fantastic. The glass elevators are so fun (they look steampunk to me). Beautiful potted plants on the patio. Cool location across the street from the Ferry Building. Not exactly designed for having a dog with you, but pretty easily maneuvered as there is a large grassy area with a huge fountain to enjoy right outside.",12695.0,1,2021-08-22,0.3131944444444444
903,Estados Unidos,Habitación con 2 camas grandes,5,En familia,"Hotel was clean, staff was friendly and beds were comfortable.",12695.0,1,2021-08-12,0.38055555555555554
904,Estados Unidos,Habitación con cama extragrande.,1,En pareja,I liked the location of the hotel as well as the cleanliness of the rooms. There was excellent staff and there was easy access to the streets and other restaurants near by. There was excellent communication with covid guideliness,12695.0,1,2021-08-02,0.5013888888888889
905,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2,Persona que viaja sola,I didn't like the prepayment of my credit card. I hardly returned my money back. Had to dispute that transaction as fraudulent and report about that to my bank. Hotel didn't want to return my money to my credit card telling different stories. Eventually my bank resolved that issue not the hotel. So be careful booking this hotel.,12695.0,1,2021-07-23,-0.09791666666666668
906,Estados Unidos,Habitación con 2 camas grandes,1,En familia,"Hotel had a wonderful lobby area with a restaurant store, and bar. Room was clean and tidy, only downfall that affected our family was how enclosed the room felt. Was a bit claustrophobic but other than that it worked for a night",12695.0,1,2021-07-19,0.18194444444444446
907,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,9,Persona que viaja sola,I nhad a very comfortable room with a great view of the Bay. Public Tranportstion was close by. sevrql good restaurants close.,12695.0,1,2021-07-17,0.505
909,Estados Unidos,Habitación con cama extragrande.,3,Persona que viaja sola,"Considerate and helpful staff, decent amenities (including cable, on-demand, and a gym), interesting decor and landmark building.",12695.0,1,2021-07-05,0.3333333333333333
910,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,3,En familia,There’s no available room when we check in even though you have a reservation already we waited for 3 hour to get the room.,12695.0,1,2021-07-05,-0.2
911,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,Good location. Rooms are comfortable.,12695.0,1,2021-07-04,0.55
912,Estados Unidos,Habitación con cama extragrande.,6,En pareja,"Checking in and out was easy and the staff were helpful. The hotel was empty and no conferences, weddings, or any activities were available although the fitness center was open. No restaurants were open in the hotel, probably because the covid restrictions were just lifted in San Francisco.",12695.0,1,2021-07-02,0.10555555555555557
913,Estados Unidos,Habitación con cama extragrande.,1,En pareja,The room was nice.,12695.0,1,2021-06-29,0.6
915,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En pareja,Wonderful staff!!! Very helpful and friendly. Location and amenities are great.,12695.0,1,2021-06-17,0.59375
918,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2,En pareja,I have stayed at the Hyatt many times over the last 50 years…. I was shocked by how empty the hotel was and how many of the hotel’s facilities were shut down.,12695.0,1,2021-06-11,0.007407407407407414
920,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,There was very little people about.,12695.0,1,2021-06-01,-0.24375000000000002
922,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En familia,Toilet had a leak so had to keep towel down whole stay,12695.0,1,2021-05-23,0.0037037037037037
923,Estados Unidos,Habitación con 2 camas grandes,1,En grupo,The hotels location is great for access to the embarcadero and not too far from union square. Our room was quiet and spacious,12695.0,1,2021-05-08,0.3
924,Estados Unidos,Habitación con cama extragrande.,1,En pareja,Rooms are clean. Beds comfortable. Good location.,12695.0,1,2021-04-26,0.48888888888888893
926,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,Staff were extremely friendly and helpful,12695.0,1,2021-04-04,0.375
927,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,Over priced room for what you get . Very unclean rooms dirt ever where in th room .,12695.0,1,2021-03-27,0.2
928,Estados Unidos,Habitación con 2 camas grandes,1,En familia,Bathroom are too small it’s out dated,12695.0,1,2021-03-23,-0.25
929,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"Clean, concierge service was exceptional",12695.0,1,2021-03-20,0.5166666666666666
930,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,2,En familia,"The location was Great ,close to dining,and attractions",12695.0,1,2021-03-20,0.8
932,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,Location was nice.,12695.0,1,2021-02-15,0.6
933,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,"Loved the view, great location.",12695.0,1,2021-02-07,0.75
934,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,"Nothing was open in the hotel...
No valet
No bell service
You couldn't even buy a glass of wine 
Parking across the street was scary, unsafe and terrible.",12695.0,1,2021-01-28,-0.5
935,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,My booking was for 383$ but I was charged 418$ ? AND the unit didn’t have heat. It never got warm. It was expensive for one night. I will probably not come back.,12695.0,1,2021-01-05,0.033333333333333326
936,Guatemala,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,The location is good. The main desk staff was really helpful.,12695.0,0,2020-12-11,0.35555555555555557
938,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"It was a smooth check in process and the interior of the building is really aesthetic, as well as the rooms",12695.0,1,2023-10-17,0.30000000000000004
939,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En pareja,The view was to die for.￼ Very close to public transport.,12695.0,1,2023-10-05,0.1
941,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,"Amazing Hotel property, view, staff & luxurious accommodation!!",12695.0,1,2023-05-04,0.9375000000000001
942,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,love the staff and property location,12695.0,1,2023-03-29,0.5
943,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,the views the cleanliness the everything. probably my favorite hotel in the last several years,12695.0,1,2022-10-10,0.16666666666666666
944,Uganda,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,5,En grupo,comfortable,12695.0,0,2022-09-14,0.4
945,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,The room was very nice & recently updated. The hotel is in a great location.,12695.0,1,2022-08-01,0.5266666666666667
947,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,the hotel is nice and in a good area,12695.0,1,2021-12-29,0.6499999999999999
