Unnamed: 0,region,state,attraction,n_reviews,categories
3711,West North Central,Wyoming,Devil's Tower National Monument Visitor Center,610.0,Centros de información turística
3712,West North Central,Wyoming,Fort Laramie National Historic Site,478.0,"Lugares históricos, Parques nacionales"
3713,West North Central,Wyoming,Wyoming Frontier Prison,294.0,"Museos especializados, Lugares históricos"
3714,West North Central,Wyoming,Cheyenne Depot Museum,519.0,Museos especializados
3715,West North Central,Wyoming,Mormon Row Historic District,569.0,Lugares históricos
3716,West North Central,Wyoming,Yellowstone Geysers - Mud Volcano Area,535.0,"Fuentes termales y géiseres, Volcanes"
3717,West North Central,Wyoming,Wyoming State Capitol,345.0,Edificios gubernamentales
3718,West North Central,Wyoming,Tower Trail,362.0,"Monumentos y lugares de interés, Áreas peatonales pintorescas"
3719,West North Central,Wyoming,The Cody Cattle Company,789.0,Teatros donde se puede cenar
3720,West North Central,Wyoming,Jackson Hole Shooting Experience,800.0,"Clínicas y campos deportivos, Campos de tiro"
3721,West North Central,Wyoming,Mill Iron Ranch,590.0,Tours a caballo
3722,West North Central,Wyoming,Cheyenne Botanic Gardens,204.0,Jardines
3723,West North Central,Wyoming,Old Faithful Snowmobile Tours - Day Tours,338.0,Tours de esquí y de nieve
3724,West North Central,Wyoming,Willow Creek Horseback Rides,216.0,Tours a caballo
3725,West North Central,Wyoming,Jackson Hole Eco Tour Adventures,3.355,"Tours ecológicos, Tours de naturaleza y vida silvestre"
3726,West North Central,Wyoming,BrushBuck Wildlife Tours,3.177,"Tours de varios días, Tours ecológicos"
3727,West North Central,Wyoming,Jackson Hole Backcountry Rentals,315.0,Alquileres de equipos
3728,West North Central,Wyoming,"Cody Firearms Experience, LLC",410.0,"Campos de tiro, Centros de juego y entretenimiento"
3729,West North Central,Wyoming,Solitude Float Trips,1.713,"Tours en barco, Tours turísticos"
3730,West North Central,Wyoming,Jackson Hole Adventure Rentals,255.0,Alquileres de equipos
3731,West North Central,Wyoming,North Fork Trail Rides,283.0,Tours a caballo
3732,West North Central,Wyoming,Jackson Hole Wildlife Safaris,1.709,"Tours ecológicos, Tours privados"
3733,West North Central,Wyoming,Jackson Hole Whitewater,1.324,Rafting y nado con salvavidas en el río
3734,West North Central,Wyoming,Bar-T-5 Covered Wagon Cookout,613.0,Teatros donde se puede cenar
3735,West North Central,Wyoming,Barker-Ewing Scenic Float Trips,1.052,Tours turísticos
3736,West North Central,Wyoming,Wildlife Expeditions of Teton Science Schools,1.293,Tours de naturaleza y vida silvestre
3737,West South Central,Akansas,Museo de Arte Americano de Crystal Bridges,4.585,Museos de arte
3738,West South Central,Akansas,Garvan Woodland Gardens,2.751,Jardines
3739,West South Central,Akansas,Thorncrown Chapel,3.666,Lugares religiosos
3740,West South Central,Akansas,Turpentine Creek Wildlife Refuge,2.479,Áreas de naturaleza y vida silvestre
3741,West South Central,Akansas,Fordyce Bathhouse,2.181,"Centros de información turística, Lugares históricos"
3742,West South Central,Akansas,Intrigue Theater,1.06,Teatros
3743,West South Central,Akansas,Little Rock Central High School National Historic Site,1.245,"Lugares históricos, Museos de historia"
3744,West South Central,Akansas,Christ of the Ozarks,1.648,Monumentos y estatuas
3745,West South Central,Akansas,Bathhouse Row,1.374,"Monumentos y lugares de interés, Áreas históricas peatonales"
3746,West South Central,Akansas,William J. Clinton Presidential Library,2.626,"Lugares históricos, Edificios con valor arquitectónico"
3747,West South Central,Akansas,Petit Jean State Park,746.0,"Parques estatales, Rutas para senderismo"
3748,West South Central,Akansas,Hot Springs National Park,1.051,Parques nacionales
3749,West South Central,Akansas,Crater of Diamonds State Park,1.562,"Parques estatales, Minas"
3750,West South Central,Akansas,Anthony Chapel,605.0,"Edificios con valor arquitectónico, Jardines"
3751,West South Central,Akansas,Museum of Native American History,1.001,"Tiendas de regalos, Museos de arte"
3752,West South Central,Akansas,Mid-America Science Museum,600.0,"Museos de ciencia, Museos para niños"
3753,West South Central,Akansas,Lake Ouachita,531.0,Masas de agua
3754,West South Central,Akansas,Wegner Quartz Crystal Mines,461.0,Minas
3755,West South Central,Akansas,Cosmic Cavern,511.0,Cavernas y cuevas
3756,West South Central,Akansas,Lake Catherine State Park,501.0,Parques estatales
3757,West South Central,Akansas,Hot Springs Mountain Tower,1.765,Torres y observatorios
3758,West South Central,Akansas,Fort Smith National Historic Site,636.0,Lugares históricos
3759,West South Central,Akansas,The Walmart Museum,1.829,Museos de historia
3760,West South Central,Akansas,Grand Promenade,472.0,Rutas para senderismo
3761,West South Central,Akansas,Eureka Springs Historical Downtown,836.0,Barrios
3762,West South Central,Akansas,War Eagle Cavern on Beaver Lake,381.0,Cavernas y cuevas
3763,West South Central,Akansas,Arkansas State Capitol,509.0,Edificios gubernamentales
3764,West South Central,Akansas,Ozark Folk Center State Park,443.0,"Museos especializados, Parques estatales"
3765,West South Central,Akansas,Moro Bay State Park,223.0,Parques estatales
3766,West South Central,Akansas,Gangster Museum of America,640.0,"Museos especializados, Museos de historia"
3767,West South Central,Akansas,Quigley's Castle,554.0,Castillos
3768,West South Central,Akansas,Eureka Springs Transit,171.0,Tranvías
3769,West South Central,Akansas,Superior Bathhouse Brewery and Distillery,182.0,"Destilerías, Cervecerías"
3770,West South Central,Akansas,Great Passion Play,1.21,Teatro y espectáculos
3771,West South Central,Akansas,Daisy Airgun Museum,177.0,Museos especializados
3772,West South Central,Akansas,Quapaw Baths & Spa,1.178,Spas
3773,West South Central,Akansas,Mystery Mansion Escape Room,887.0,Juegos de escape
3774,West South Central,Akansas,Coler Mountain Bike Preserve,51.0,"Rutas para ciclismo, Rutas para senderismo"
3775,West South Central,Akansas,Thai-Me Spa,592.0,"Tiendas de regalos, Spas"
3776,West South Central,Akansas,The Maxwell Blade Theatre of Magic,1.141,Teatro y espectáculos
3777,West South Central,Akansas,A Narrow Escape,397.0,Juegos de escape
3778,West South Central,Akansas,Ozark Mountain Ziplines,2.177,"Tours extremos y de adrenalina, Tirolesa y parques de aventuras aéreas"
3779,West South Central,Luisiana,Museo Nacional de la Segunda Guerra Mundial,30.892,"Museos militares, Museos especializados"
3780,West South Central,Luisiana,Calle de los Franceses,12.058,Barrios
3781,West South Central,Luisiana,Jackson Square,16.379,"Monumentos y lugares de interés, Áreas históricas peatonales"
3782,West South Central,Luisiana,Garden District,8.945,"Barrios, Áreas históricas peatonales"
3783,West South Central,Luisiana,Catedral de San Luis,8.408,"Edificios con valor arquitectónico, Iglesias y catedrales"
3784,West South Central,Luisiana,City Park,4.353,Parques
3785,West South Central,Luisiana,Preservation Hall,5.921,"Monumentos y lugares de interés, Teatros"
3786,West South Central,Luisiana,Laura Plantation: Louisiana's Creole Heritage Site,3.518,"Museos especializados, Lugares históricos"
3787,West South Central,Luisiana,St. Louis Cemetery No. 1,4.05,Cementerios
3788,West South Central,Luisiana,Blaine Kern's Mardi Gras World,4.399,Museos especializados
3789,West South Central,Luisiana,Houmas House and Gardens,2.353,"Lugares históricos, Monumentos y lugares de interés"
3790,West South Central,Luisiana,Royal Street,7.775,Áreas históricas peatonales
3791,West South Central,Luisiana,Whitney Plantation,1.807,Museos especializados
3792,West South Central,Luisiana,The Sydney and Walda Besthoff Sculpture Garden at NOMA,1.394,Museos de arte
3793,West South Central,Luisiana,Basin St. Station,1.032,Centros de información turística
3794,West South Central,Luisiana,Hermann-Grima House,571.0,"Lugares históricos, Museos de historia"
3795,West South Central,Luisiana,New Orleans Pharmacy Museum,1.145,Museos especializados
3796,West South Central,Luisiana,The Myrtles Plantation,1.35,"Lugares históricos, Monumentos y lugares de interés"
3797,West South Central,Luisiana,Jean Lafitte National Historical Park and Preserve,997.0,"Parques nacionales, Áreas de naturaleza y vida silvestre"
3798,West South Central,Luisiana,RTA - Streetcars,16.293,Sistemas de transporte público
3799,West South Central,Luisiana,Audubon Park,1.696,Parques
3800,West South Central,Luisiana,The Sazerac House,379.0,"Destilerías, Museos especializados"
3801,West South Central,Luisiana,New Orleans Museum of Art,1.155,Museos especializados
3802,West South Central,Luisiana,The Historic New Orleans Collection,693.0,Museos especializados
3803,West South Central,Luisiana,USS Kidd,663.0,"Museos militares, Museos de historia"
3804,West South Central,Luisiana,Jungle Gardens,689.0,"Áreas de naturaleza y vida silvestre, Jardines"
3805,West South Central,Luisiana,The Presbytere,991.0,"Museos especializados, Museos de historia"
3806,West South Central,Luisiana,Louisiana's Old State Capitol,727.0,"Museos especializados, Lugares históricos"
3807,West South Central,Luisiana,Lake Martin,393.0,Masas de agua
3808,West South Central,Luisiana,Louisiana State Capitol,763.0,Edificios gubernamentales
3809,West South Central,Luisiana,Longue Vue House and Gardens,260.0,"Lugares históricos, Jardines"
3810,West South Central,Luisiana,Rosedown Plantation State Historic Site,489.0,Lugares históricos
3811,West South Central,Luisiana,New Orleans Musical Legends Park,1.114,"Monumentos y lugares de interés, Parques"
3812,West South Central,Luisiana,Kaffie-Frederick General Mercantile Store,545.0,Lugares históricos
3813,West South Central,Luisiana,Insta-Gator Ranch & Hatchery,272.0,Áreas de naturaleza y vida silvestre
3814,West South Central,Luisiana,New Orleans School of Cooking,9.443,Clases de cocina
3815,West South Central,Luisiana,Rip Van Winkle Gardens,413.0,"Lugares históricos, Jardines"
3816,West South Central,Luisiana,Memorial Hall Confederate Civil War Museum,591.0,"Museos militares, Museos especializados"
3817,West South Central,Luisiana,Lafitte's Blacksmith Shop Bar,2.991,"Lugares históricos, Bares y boliches"
3818,West South Central,Luisiana,Southern Food and Beverage Museum,174.0,Museos especializados
3819,West South Central,Luisiana,International Petroleum Museum & Exposition,133.0,Museos especializados
3820,West South Central,Luisiana,Shreveport Aquarium,221.0,Acuarios
3821,West South Central,Luisiana,Mardi Gras Museum of Costumes and Culture,145.0,Museos especializados
3822,West South Central,Luisiana,Clue Carre - New Orleans' First Live Escape Game,4.069,"Juegos de escape, Búsquedas del tesoro"
3823,West South Central,Luisiana,The Spotted Cat Music Club,1.49,"Bares y boliches, Bares de jazz"
3824,West South Central,Luisiana,Hex: Old World Witchery,804.0,Tiendas de regalos
3825,West South Central,Luisiana,Escape My Room New Orleans,1.771,"Juegos de escape, Museos especializados"
3826,West South Central,Luisiana,Mardi Gras School of Cooking,408.0,Clases de cocina
3827,West South Central,Luisiana,The Escape Game New Orleans,633.0,Juegos de escape
3828,West South Central,Luisiana,Spa Atlantis,280.0,Spas
3829,West South Central,Luisiana,Maison Bourbon Jazz Club,435.0,"Bares y boliches, Bares de jazz"
3830,West South Central,Luisiana,Snug Harbor Jazz Bistro,636.0,Bares de jazz
3831,West South Central,Luisiana,Erin Rose,389.0,Bares y boliches
3832,West South Central,Luisiana,Escape Room Lafayette,205.0,Juegos de escape
3833,West South Central,Luisiana,The Carousel Bar & Lounge,430.0,"Bares y boliches, Piano bar"
3834,West South Central,Luisiana,Spa Atlantis - French Quarter,155.0,Spas
3835,West South Central,Luisiana,Witches Brew Tours,13.842,"Tours culturales, Tours de fantasmas y vampiros"
3836,West South Central,Luisiana,The Sazerac Bar,367.0,Bares y boliches
3837,West South Central,Luisiana,Haunted History Tours of New Orleans,8.536,Tours de fantasmas y vampiros
3838,West South Central,Luisiana,Mahogany Jazz Hall,108.0,Bares de jazz
3839,West South Central,Luisiana,Cajun Encounters Tour,6.332,"Tours por la ciudad, Tours históricos"
3840,West South Central,Luisiana,Gray Line,4.179,"Tours de bares, discotecas y pubs, Tours de fantasmas y vampiros"
3841,West South Central,Luisiana,Royal Carriages,6.852,"Tours por la ciudad, Tours de fantasmas y vampiros"
3842,West South Central,Luisiana,Omen: Psychic Parlor and Witchcraft Emporium,131.0,Tiendas de regalos
3843,West South Central,Luisiana,Free Tours by Foot,5.028,"Tours de fantasmas y vampiros, Tours en bicicleta"
3844,West South Central,Luisiana,French Quarter Phantoms,3.658,Tours de fantasmas y vampiros
3845,West South Central,Luisiana,Louisiana Tour Company,2.735,"Tours en barco, Tours turísticos"
3846,West South Central,Luisiana,Gray Line Transportation Services,86.0,Servicios de autobús
3847,West South Central,Luisiana,Destination Kitchen,2.596,"Tours de bares, discotecas y pubs, Tours de fantasmas y vampiros"
3848,West South Central,Luisiana,Champagne's Cajun Swamp Tours,2.077,"Tours en barco, Tours de naturaleza y vida silvestre"
3849,West South Central,Luisiana,Two Chicks Walking Tours,3.734,"Tours culturales, Tours históricos"
3850,West South Central,Luisiana,TOURS by STEVEN,2.514,"Tours históricos, Tours a pie"
3851,West South Central,Luisiana,Doctor Gumbo Tours,2.62,"Tours de bares, discotecas y pubs, Tours culturales"
3852,West South Central,Luisiana,Airboat Adventures,3.206,"Tours extremos y de adrenalina, Tours en barco"
3853,West South Central,Luisiana,Hottest Hell Tours - Adults Only,2.588,"Tours de fantasmas y vampiros, Tours privados"
3854,West South Central,Luisiana,New Orleans Secrets,2.114,"Tours de bares, discotecas y pubs, Tours de fantasmas y vampiros"
3855,West South Central,Luisiana,Tours by Isabelle,2.63,"Tours históricos, Tours turísticos"
3856,West South Central,Luisiana,Ghost City Tours of New Orleans,3.126,"Tours de fantasmas y vampiros, Tours a pie"
3857,West South Central,Luisiana,Lucky Bean Tours,2.516,"Tours culturales, Tours históricos"
